StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,gender,minority,education,age,province,district,income,income_source,religion,Q10_10_TEXT,ideology,treatment_c_100km_full,treatment_c_5km_full,treatment_sec_econ_100km_full,treatment_sec_econ_5km_full,treatment_econ_100km_full,treatment_econ_5km_full,treatment_sec_100km_full,treatment_sec_5km_full,dem_gov,coop_peace_security,coop_econ,trustworthy_gov,Q17,relations_russia,relations_neighbors,american_gov,american_people,american_inf_amount,american_inf_qual,chinese_gov,chinese_people,chinese_inf_amount,chinese_inf_qual,german_gov,german_people,german_inf_amount,german_inf_qual,american_troops,troops_econ_nat,troops_econ_loc,troops_pub_saf,troops_sec_threats,troops_dem,troops_rights,contact_pers,contact_pers_type,contact_pers_type_text,contact_nonpers,contact_nonpers_type,contact_nonpers_type_text,benefit_pers,benefit_pers_rely,benefit_nonpers,benefit_nonpers_rely,troops_feel_safer,troops_host_benefit,troops_host_benefit_text,troops_host_drawback,troops_host_drawback_text,troops_remain_duration,troops_poland_gov,troops_protest,troops_protest_hypothetical,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS,treatment_group,troops_100km,troops_5km,troops_100km_full,troops_5km_full,ideology_z
44988.58738425926,44988.59548611111,IP Address,100.0,699.0,True,44988.59549736111,R_AdPNxRgBVgTTJyp,anonymous,PL,I consent,Male,No,Vocational School,45 to 54 years,Łódzkie,Zgierz,43 340 – 57 187,Full-time or contract work in the private sector,Catholicism,NA,1.0,NA,NA,Strongly oppose,Strongly oppose,NA,NA,NA,NA,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Very hostile,Somewhat peaceful,Somewhat unfavorable,Somewhat unfavorable,None,Negative,Somewhat unfavorable,Very unfavorable,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat unfavorable,Some,Negative,Very unfavorable,Somewhat positive,Somewhat positive,Somewhat negative,Very unhelpful,Neutral,The presence of American military forces has greatly worsened the government’s respect for human rights,No,NA,NA,No,NA,NA,Yes,Very reliant,Yes,Very reliant,No,Positive effect on economic activity,NA,Increased crime,NA,0-6 months,Neutral,Never,Yes,Qual4159-0110-PolandStudy,PL,699,NA,NA,NA,13c64f61-e1a2-557d-d8da-5db83588c914,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,363YVrOPxtRlZg87JPQfKy,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Oppose,Oppose,Strongly oppose,Strongly oppose,-0.9998398434595596
44988.59040509259,44988.59574074074,IP Address,100.0,460.0,True,44988.59575875,R_3JIyFSqOLJKRRgD,anonymous,PL,I consent,Male,No,Primary Education,45 to 54 years,Łódzkie,Brzeziny,0 – 43 339,Full-time or contract work in the private sector,Catholicism,NA,6.0,Strongly support,Strongly support,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Somewhat agree,Somewhat disagree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Positive,Neutral,Somewhat favorable,A little,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,Don’t know/Decline to answer,NA,NA,No,NA,No,NA,Yes,Support for Polish democracy,NA,No drawback,NA,As long as needed,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,460,NA,NA,NA,34dae8b7-b5d4-0233-50fe-46a5b538c556,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,43WtFAy1nlrOOyTZ07AiIn,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Support,Strongly support,Strongly support,0.0758828329881006
44988.59074074074,44988.59612268519,IP Address,100.0,465.0,True,44988.5961378125,R_1eLSn1unm1HZJXO,anonymous,PL,I consent,Female,Yes,Higher Education (Master’s degree or higher),55 to 64 years,Śląskie,Tychy,93 938 +,Pension or retirement,Other,chrześcijańska,5.0,NA,NA,NA,NA,NA,NA,Don’t know/decline to answer,Don’t know/decline to answer,Neutral,Don’t know/decline to answer,Neutral,Don't know/decline to answer,Don't know/decline to answer,Very hostile,Neutral,Don’t know/decline to answer,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Neutral,A little,Neither Positive nor Negative,Neutral,Somewhat unfavorable,Some,Negative,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Don’t know/Decline to answer,Don’t know / Decline to answer,NA,Don’t know / Decline to answer,NA,No preference,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,465,NA,NA,NA,bc3ad5d9-3598-7057-cb94-b6902947b817,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,7sUdvFFCY2AGroxHKAH7zc,NA,NA,1,NA,NA,{Invalid Expression},497,Security,DKDA,DKDA,DKDA,DKDA,-0.13926170230143145
44988.58615740741,44988.59630787037,IP Address,100.0,877.0,True,44988.59632949074,R_b9pnLihhrThoAlH,anonymous,PL,I consent,Female,No,Vocational School,55 to 64 years,Kujawsko-Pomorskie,Włocławek,0 – 43 339,Pension or retirement,Catholicism,NA,6.0,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,Neutral,Neutral,Somewhat important,Strongly disagree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Very unfavorable,Very unfavorable,A lot,Very Negative,Somewhat unfavorable,Somewhat favorable,A little,Positive,Neutral,Very unfavorable,A little,Negative,Neutral,Somewhat negative,Somewhat negative,Somewhat negative,Neutral,Somewhat unhelpful,The presence of American military forces has greatly worsened the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,No,No benefits,NA,Negative effect on economic activity,NA,0-6 months,Neutral,Never,Maybe,Qual4159-0110-PolandStudy,PL,877,NA,NA,NA,496e4a77-a39f-0730-4f38-03a72d69c181,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,4PLL6dVwlKrx4MmBjZiDAC,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Oppose,Oppose,Strongly oppose,Strongly oppose,0.0758828329881006
44988.59396990741,44988.59636574074,IP Address,100.0,207.0,True,44988.59639653935,R_3Gjjq2XBYakF7sE,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),45 to 54 years,Małopolskie,Dąbrowa,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,NA,7.0,NA,NA,NA,NA,NA,NA,Neither support nor oppose,Somewhat support,Neutral,Somewhat important,Not important,Strongly Agree,Neither agree nor disagree,Somewhat hostile,Somewhat peaceful,Very unfavorable,Neutral,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,A little,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Positive,Neutral,Neutral,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful,The presence of American military forces has somewhat improved the government’s respect for human rights,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",NA,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",NA,Yes,Very reliant,Yes,Very reliant,Yes,Greater security from foreign threats,NA,Changing the behavior and/or policies of the government of Poland,NA,6-12 months,Somewhat positive,Two times,Maybe,Qual4159-0110-PolandStudy,PL,207,NA,NA,NA,9475d3dd-ae54-0749-018b-6783fcc34d95,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,1HOr362BuGNV7zh9U3NXHF,NA,NA,1,NA,NA,{Invalid Expression},497,Security,Neutral,Support,Neutral,Somewhat support,0.29102736827763265
44988.5919212963,44988.59668981482,IP Address,100.0,412.0,True,44988.59670232639,R_3z1NxR8SGdbPyNz,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,Kujawsko-Pomorskie,Żnin,74 063 – 93 937,Full-time or contract work in the government or public sector,Catholicism,NA,8.0,NA,NA,NA,NA,Somewhat support,Neither support nor oppose,NA,NA,Very important,Somewhat important,Very important,Strongly Agree,Somewhat agree,Very hostile,Somewhat peaceful,Very favorable,Somewhat favorable,A lot,Positive,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Neutral,Somewhat unfavorable,Some,Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,No,NA,NA,Yes,Had a co-worker who was a U.S. servicemember,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,412,NA,NA,NA,ee4f7c30-aca4-5878-7db5-54be459a4de6,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,3GS4c24ZkUoI5OqqDDZsv8,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,Neutral,Somewhat support,Neutral,0.5061719035671647
44988.59106481481,44988.59689814815,IP Address,100.0,504.0,True,44988.59691292824,R_yPaDHrVi2MBeT17,anonymous,PL,I consent,Male,No,Secondary Education,45 to 54 years,Pomorskie,Gdańsk,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,NA,9.0,NA,NA,NA,NA,Somewhat oppose,Strongly oppose,NA,NA,Neutral,Neutral,Neutral,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat hostile,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat favorable,A little,Neither Positive nor Negative,Neutral,Somewhat unfavorable,Some,Negative,Somewhat unfavorable,Somewhat negative,Somewhat negative,Neutral,Somewhat unhelpful,Somewhat unhelpful,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,No,No benefits,NA,Changing the behavior and/or policies of the government of Poland,NA,0-6 months,Somewhat negative,Never,Maybe,Qual4159-0110-PolandStudy,PL,504,NA,NA,NA,15867cb4-5f14-3437-9292-811725c9f281,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,5xMz0cowBTZmf0TvbiqrSF,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Oppose,Oppose,Somewhat oppose,Strongly oppose,0.7213164388566967
44988.59229166667,44988.597025462965,IP Address,100.0,409.0,True,44988.59703658565,R_RLm5x6Cuf8v5UJP,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),35 to 44 years,Pomorskie,Gdańsk,93 938 +,Other sources,Catholicism,NA,5.0,Strongly support,Strongly support,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Somewhat agree,Somewhat agree,Very hostile,Somewhat hostile,Very favorable,Very favorable,A lot,Very positive,Somewhat favorable,Somewhat unfavorable,Some,Negative,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Very favorable,Very positive,Somewhat positive,Neutral,Very helpful,Very helpful,The presence of American military forces has greatly improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,409,NA,NA,NA,ab66af75-3de2-6dab-7fa6-169b5d9e8fcd,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,2Mt7fNss3T2LwNkdbqX5kh,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Support,Strongly support,Strongly support,-0.13926170230143145
44988.59224537037,44988.597025462965,IP Address,100.0,413.0,True,44988.597041319445,R_1r0U1RZuG1XU1rI,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,Mazowieckie,Warszawa,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,NA,4.0,NA,NA,NA,NA,NA,NA,Somewhat support,Neither support nor oppose,Very important,Very important,Somewhat important,Somewhat disagree,Somewhat agree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Neutral,A little,Neither Positive nor Negative,Neutral,Neutral,A lot,Neither Positive nor Negative,Somewhat favorable,Don’t know/Decline to answer,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Don’t know/Decline to answer,Greater security from foreign threats,NA,Changing the behavior and/or policies of the government of Poland,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,413,NA,NA,NA,7e62a6dd-0b96-130e-cf2f-358469a714cf,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,7AG2zhHkkHaV5T45EgNiRB,NA,NA,1,NA,NA,{Invalid Expression},497,Security,Support,Neutral,Somewhat support,Neutral,-0.35440623759096346
44988.592939814815,44988.597453703704,IP Address,100.0,389.0,True,44988.597464895836,R_2qF1hJ2jGCEne83,anonymous,PL,I consent,Female,No,Secondary Education,55 to 64 years,Śląskie,Katowice,0 – 43 339,Pension or retirement,Catholicism,NA,5.0,NA,NA,Don’t know/decline to answer,Don’t know/decline to answer,NA,NA,NA,NA,Very important,Very important,Very important,Neither agree nor disagree,Neither agree nor disagree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Neither Positive nor Negative,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Don’t know/Decline to answer,Greater security from foreign threats,NA,Don’t know / Decline to answer,NA,As long as needed,Don’t know/Decline to answer,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,389,NA,NA,NA,7fbbd4fb-26d9-2b6f-36f6-f7f0afb96053,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,64Qws3hfeNlb6QFJtaDxSx,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,DKDA,DKDA,DKDA,DKDA,-0.13926170230143145
44988.592673611114,44988.59761574074,IP Address,100.0,427.0,True,44988.597632777775,R_1C9OckaSl1Gfckc,anonymous,PL,I consent,Female,No,Secondary Education,35 to 44 years,Podkarpackie,Tarnobrzeg,74 063 – 93 937,Other sources,Catholicism,NA,8.0,Somewhat support,Neither support nor oppose,NA,NA,NA,NA,NA,NA,Neutral,Somewhat important,Somewhat important,Somewhat agree,Neither agree nor disagree,Don't know/decline to answer,Don't know/decline to answer,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,None,Very Negative,Neutral,Somewhat unfavorable,Don’t know/Decline to answer,Very Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Very positive,Somewhat helpful,Somewhat helpful,Neutral / No change,No,NA,NA,No,NA,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,NA,Yes,Don’t know / Decline to answer,NA,Don’t know / Decline to answer,NA,As long as needed,Somewhat positive,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,427,NA,NA,NA,f91df5a3-9f88-43bd-584d-cbdd323170c2,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,2znxo5wXK6C9xkTja6z9Yg,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Neutral,Somewhat support,Neutral,0.5061719035671647
44988.593981481485,44988.59774305556,IP Address,100.0,324.0,True,44988.59775630787,R_1dbtCYQiSs3LToW,anonymous,PL,I consent,Female,Decline to answer,Secondary Education,35 to 44 years,Łódzkie,Skierniewice,Decline to answer,Agriculture,Catholicism,NA,6.0,NA,NA,NA,NA,Somewhat support,Somewhat oppose,NA,NA,Somewhat important,Somewhat important,Very important,Somewhat agree,Neither agree nor disagree,Somewhat hostile,Very peaceful,Somewhat favorable,Very favorable,Some,Positive,Somewhat favorable,Neutral,None,Neither Positive nor Negative,Somewhat favorable,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat favorable,Very positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,Don’t know/Decline to answer,NA,Yes,Don’t know / Decline to answer,NA,Don’t know / Decline to answer,NA,As long as needed,Neutral,Never,Maybe,Qual4159-0110-PolandStudy,PL,324,NA,NA,NA,bcfd96f0-290a-6978-74b9-90f641bea5dd,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,3SUybIy18NqTX9LmWpJTKz,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,Oppose,Somewhat support,Somewhat oppose,0.0758828329881006
44988.5934375,44988.59795138889,IP Address,100.0,389.0,True,44988.597959259256,R_263c1q8YEfZnKdB,anonymous,PL,I consent,Male,No,Vocational School,45 to 54 years,Dolnośląskie,Środa Śląska,0 – 43 339,Self-employed (non-agricultural),Catholicism,NA,9.0,NA,NA,NA,NA,Somewhat support,Don’t know/decline to answer,NA,NA,Very important,Very important,Somewhat important,Strongly Agree,Somewhat agree,Very hostile,Very peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat unfavorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Somewhat unfavorable,Somewhat unfavorable,A little,Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral / No change,No,NA,NA,Don’t know/Decline to answer,NA,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,389,NA,NA,NA,605c2415-6053-f538-043c-952a34b1bf66,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,0lzjeMEe7Aj9C1kfstGDXx,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,DKDA,Somewhat support,DKDA,0.7213164388566967
44988.59106481481,44988.597962962966,IP Address,100.0,596.0,True,44988.59797931713,R_1HiS9o0aBsjciJP,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),35 to 44 years,Małopolskie,Oświęcim,93 938 +,Full-time or contract work in the private sector,Catholicism,NA,5.0,NA,NA,Somewhat support,Somewhat support,NA,NA,NA,NA,Very important,Very important,Very important,Somewhat disagree,Somewhat disagree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Neutral,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,Don’t know / Decline to answer,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,596,NA,NA,NA,3560daf0-05b9-3b6b-3bf1-e69c1c8e5673,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,067eI9lo1E6Q1Hex60F5D1,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Support,Support,Somewhat support,Somewhat support,-0.13926170230143145
44988.59509259259,44988.59800925926,IP Address,100.0,251.0,True,44988.59802273148,R_2ctulIQdH3JWoI1,anonymous,PL,I consent,Male,No,Secondary Education,35 to 44 years,Wielkopolskie,Poznań (City),93 938 +,Full-time or contract work in the private sector,Catholicism,NA,6.0,NA,NA,NA,NA,NA,NA,Somewhat oppose,Strongly oppose,Very important,Very important,Very important,Somewhat agree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Neutral,Some,Very Negative,Very unfavorable,Neutral,Some,Negative,Somewhat favorable,Neutral,Somewhat positive,Neutral,Somewhat helpful,Somewhat helpful,Neutral / No change,No,NA,NA,Yes,Had a neighbor who was a U.S. servicemember,NA,No,NA,No,NA,Yes,Reduced crime,NA,Negative effect on economic activity,NA,1-3 years,Somewhat positive,Two times,Maybe,Qual4159-0110-PolandStudy,PL,251,NA,NA,NA,3e1743bc-6cdb-7457-4f24-9a1021051d8d,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,1jzvRArZCHrRpiZFhTuj49,NA,NA,1,NA,NA,{Invalid Expression},497,Security,Oppose,Oppose,Somewhat oppose,Strongly oppose,0.0758828329881006
44988.59475694445,44988.59806712963,IP Address,100.0,285.0,True,44988.59807574074,R_2uNYXDVNRT5y0ai,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),45 to 54 years,Dolnośląskie,Oleśnica,93 938 +,Full-time or contract work in the private sector,Catholicism,NA,6.0,Strongly support,Strongly support,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat peaceful,Very favorable,Very favorable,Some,Positive,Very favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Very favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,285,NA,NA,NA,e045cf81-0138-fc57-8e24-61085db16773,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,0s6DOUOTu3Lx0MgcajvTGQ,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Support,Strongly support,Strongly support,0.0758828329881006
44988.5959375,44988.59818287037,IP Address,100.0,194.0,True,44988.59819818287,R_3PM4QF9FTN0hXWM,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),35 to 44 years,Śląskie,Częstochowa,93 938 +,Full-time or contract work in the private sector,Catholicism,NA,6.0,NA,NA,NA,NA,Somewhat support,Somewhat support,NA,NA,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Very unfavorable,A little,Negative,Very unfavorable,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Somewhat unhelpful,Somewhat unhelpful,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,No,Changing the behavior and/or policies of the government of Poland,NA,Changing the behavior and/or policies of the government of Poland,NA,6-12 months,Somewhat negative,Never,Maybe,Qual4159-0110-PolandStudy,PL,194,NA,NA,NA,904f3d2a-73c5-3b04-eb94-5338ff4c8f3d,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,1l0K6lpLBmPaba1AzTKh5o,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,Support,Somewhat support,Somewhat support,0.0758828329881006
44988.57891203704,44988.59818287037,IP Address,100.0,1665.0,True,44988.59820457176,R_2vkQr7NbGoG5MgY,anonymous,PL,I consent,Male,Yes,Vocational School,55 to 64 years,Mazowieckie,Kozienice,57 188 –  74 062,Pension or retirement,Catholicism,NA,7.0,NA,NA,Somewhat support,Somewhat support,NA,NA,NA,NA,Somewhat important,Somewhat important,Somewhat important,Strongly Agree,Somewhat agree,Neutral,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Positive,Somewhat favorable,Neutral,None,Neither Positive nor Negative,Somewhat favorable,Neutral,None,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,1665,NA,NA,NA,30bf0c9a-18f3-f721-f6d4-5d2af1bb8ec8,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,3Tm6DLPwvoiNO1BU2OYV4p,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Support,Support,Somewhat support,Somewhat support,0.29102736827763265
44988.59606481482,44988.59872685185,IP Address,100.0,230.0,True,44988.59873773148,R_33qFLV37tBD5uc8,anonymous,PL,I consent,Female,No,Secondary Education,45 to 54 years,Podlaskie,Zambrów,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,NA,3.0,NA,NA,Strongly support,Somewhat support,NA,NA,NA,NA,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Very unfavorable,Some,Negative,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Reduced crime,NA,Increased crime,NA,As long as needed,Somewhat positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,230,NA,NA,NA,ce208f7d-976c-8aac-5ec2-2c055af6b7d5,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,1lNBdB6H3bloyNoNacGZb7,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Support,Support,Strongly support,Somewhat support,-0.5695507728804955
44988.59537037037,44988.598761574074,IP Address,100.0,292.0,True,44988.59877199074,R_2rhXlDGSOXZ9LE6,anonymous,PL,I consent,Female,No,Secondary Education,35 to 44 years,Podkarpackie,Krosno,57 188 –  74 062,Self-employed (non-agricultural),Other,Chrześcijanin,10.0,NA,NA,Strongly support,Strongly support,NA,NA,NA,NA,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Very hostile,Very hostile,Very unfavorable,Somewhat favorable,A lot,Very Negative,Very unfavorable,Very unfavorable,A lot,Very Negative,Very unfavorable,Very unfavorable,A lot,Very Negative,Very unfavorable,Very negative,Very negative,Very negative,Very unhelpful,Very unhelpful,The presence of American military forces has greatly worsened the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,No,No benefits,NA,Changing the behavior and/or policies of the government of Poland,NA,0-6 months,Very negative,Never,No,Qual4159-0110-PolandStudy,PL,292,NA,NA,NA,3fe39ce5-9597-27ce-2b4a-88adb7c6bd80,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,20qxZInTZads2QwqOJnSp8,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Support,Support,Strongly support,Strongly support,0.9364609741462288
